Item CD,Item name,Cost item type, Std. cost per unit ,Base qty.,Unit
MN128H1111,EC STS 2000-S 2M-208G (Slab),Raw Material, 267.82 ,1,Pieces
MN128J1111,EC STS 2000-S 2M-210G (Slab),Raw Material, 268.18 ,1,Pieces
MN128K1111,EC STS 2000-S 2M-212G (Slab),Raw Material, 269.23 ,1,Pieces
MN128L1111,EC STS 2000-S 2M-214G (Slab),Raw Material, 269.94 ,1,Pieces
MN128M1111,EC STS 2000-S 2M-216G (Slab),Raw Material, 270.29 ,1,Pieces
MN128N1111,EC STS 2000-S 2M-218G (Slab),Raw Material, 270.64 ,1,Pieces
MN128P1111,EC STS 2000-S 2M-220G (Slab),Raw Material, 271.00 ,1,Pieces
MN128Q1111,EC STS 2000-S 2M-222G (Slab),Raw Material, 271.35 ,1,Pieces
MN128R1111,EC STS 2000-S 2M-226G (Slab),Raw Material, 272.05 ,1,Pieces
MN128S1111,EC STS 2000-S 2M-230G (Slab),Raw Material, 272.76 ,1,Pieces
MN128T1111,EC STS 2000-S 2M-232G (Slab),Raw Material, 273.46 ,1,Pieces
MN128U1111,EC STS 2000-S 2M-234G (Slab),Raw Material, 274.17 ,1,Pieces
MN128V1111,EC STS 2000-S 2M-236G (Slab),Raw Material, 274.52 ,1,Pieces
MN128W1111,EC STS 2000-S 2M-238G (Slab),Raw Material, 274.87 ,1,Pieces
MN128X1111,EC STS 2000-S 2M-240G (Slab),Raw Material, 275.22 ,1,Pieces
MN128Y1111,EC STS 2000-S 2M-242G (Slab),Raw Material, 275.58 ,1,Pieces
MN128Z1111,EC STS 2000-S 2M-244G (Slab),Raw Material, 275.93 ,1,Pieces
MN12911111,EC STS 2000-S 2M-248G (Slab),Raw Material, 276.99 ,1,Pieces
MN12921111,EC STS 2000-S 2M-250G (Slab),Raw Material, 277.34 ,1,Pieces
MN12931111,EC STS 2000-S 2M-254G (Slab),Raw Material, 278.40 ,1,Pieces
MN12941111,EC STS 2000-S 2M-256G (Slab),Raw Material, 279.10 ,1,Pieces
MN12951111,EC STS 2000-S 2M-258G (Slab),Raw Material, 279.45 ,1,Pieces
MN12961111,EC STS 2000-S 2M-260G (Slab),Raw Material, 279.81 ,1,Pieces
MN12971111,EC STS 2000-S 2M-262G (Slab),Raw Material, 280.51 ,1,Pieces
MN12981111,EC STS 2000-S 2M-264G (Slab),Raw Material, 280.86 ,1,Pieces
MN12991111,EC STS 2000-S 2M-266G (Slab),Raw Material, 281.22 ,1,Pieces
MN129A1111,EC STS 2000-S 2M-268G (Slab),Raw Material, 281.57 ,1,Pieces
MN129B1111,EC STS 2000-S 2M-270G (Slab),Raw Material, 281.92 ,1,Pieces
MN129C1111,EC STS 2000-S 2M-272G (Slab),Raw Material, 282.27 ,1,Pieces
MN129D1111,EC STS 2000-S 2M-274G (Slab),Raw Material, 282.62 ,1,Pieces
MN129E1111,EC STS 2000-S 2M-276G (Slab),Raw Material, 282.98 ,1,Pieces
MN129F1111,EC STS 2000-S 2M-278G (Slab),Raw Material, 283.33 ,1,Pieces
MN129G1111,EC STS 2000-S 2M-280G (Slab),Raw Material, 284.39 ,1,Pieces
MN129H1111,EC STS 2000-S 2M-282G (Slab),Raw Material, 284.74 ,1,Pieces
MN129J1111,EC STS 2000-S 2M-284G (Slab),Raw Material, 285.44 ,1,Pieces
MN129K1111,EC STS 2000-S 2M-286G (Slab),Raw Material, 285.80 ,1,Pieces
MN129L1111,EC STS 2000-S 2M-288G (Slab),Raw Material, 286.15 ,1,Pieces
MN129N1111,EC STS 2000-S 2M-292G (Slab),Raw Material, 287.21 ,1,Pieces
MN129P1111,EC STS 2000-S 2M-294G (Slab),Raw Material, 390.81 ,1,Pieces
MN129Q1111,EC STS 2000-S 2M-296G (Slab),Raw Material, 391.16 ,1,Pieces
MN129R1111,EC STS 2000-S 2M-300G (Slab),Raw Material, 391.87 ,1,Pieces
MN129S1111,EC STS 2000-S 2M-304G (Slab),Raw Material, 393.28 ,1,Pieces
MN129T1111,EC STS 2000-S 2M-308G (Slab),Raw Material, 393.98 ,1,Pieces
MN129U1111,EC STS 2000-S 2M-310G (Slab),Raw Material, 394.34 ,1,Pieces
MN129V1111,EC STS 2000-S 2M-312G (Slab),Raw Material, 394.69 ,1,Pieces
MN129W1111,EC STS 2000-S 2M-314G (Slab),Raw Material, 395.04 ,1,Pieces
MN129X1111,EC STS 2000-S 2M-316G (Slab),Raw Material, 395.39 ,1,Pieces
MN129Y1111,EC STS 2000-S 2M-318G (Slab),Raw Material, 396.45 ,1,Pieces
MN129Z1111,EC STS 2000-S 2M-320G (Slab),Raw Material, 397.51 ,1,Pieces
MN13011111,EC STS 2000-S 2M-322G (Slab),Raw Material, 397.86 ,1,Pieces
MN13021111,EC STS 2000-S 2M-324G (Slab),Raw Material, 398.21 ,1,Pieces
MN13031111,EC STS 2000-S 2M-326G (Slab),Raw Material, 398.56 ,1,Pieces
MN13041111,EC STS 2000-S 2M-328G (Slab),Raw Material, 399.27 ,1,Pieces
MN13051111,EC STS 2000-S 2M-330G (Slab),Raw Material, 399.97 ,1,Pieces
MN13061111,EC STS 2000-S 2M-332G (Slab),Raw Material, 400.33 ,1,Pieces
MN13071111,EC STS 2000-S 2M-334G (Slab),Raw Material, 400.68 ,1,Pieces
MN13081111,EC STS 2000-S 2M-336G (Slab),Raw Material, 401.03 ,1,Pieces
MN13091111,EC STS 2000-S 2M-338G (Slab),Raw Material, 401.38 ,1,Pieces
MN130A1111,EC STS 2000-S 2M-340G (Slab),Raw Material, 401.74 ,1,Pieces
MN130B1111,EC STS 2000-S 2M-342G (Slab),Raw Material, 402.44 ,1,Pieces
MN130C1111,EC STS 2000-S 2M-344G (Slab),Raw Material, 403.15 ,1,Pieces
MN130D1111,EC STS 2000-S 2M-350G (Slab),Raw Material, 404.20 ,1,Pieces
MN130E1111,EC STS 2000-S 2M-354G (Slab),Raw Material, 404.91 ,1,Pieces
MN130F1111,EC STS 2000-S 2M-360G (Slab),Raw Material, 406.32 ,1,Pieces
MN130G1111,EC STS 2000-S 2M-364G (Slab),Raw Material, 407.73 ,1,Pieces
MN130H1111,EC STS 2000-S 2M-370G (Slab),Raw Material, 408.78 ,1,Pieces
MN130J1111,EC STS 2000-S 2M-372G (Slab),Raw Material, 409.14 ,1,Pieces
MN130K1111,EC STS 2000-S 2M-374G (Slab),Raw Material, 409.49 ,1,Pieces
MN130L1111,EC STS 2000-S 2M-376G (Slab),Raw Material, 409.84 ,1,Pieces
MN130M1111,EC STS 2000-S 2M-380G (Slab),Raw Material, 410.90 ,1,Pieces
MN130N1111,EC STS 2000-S 2M-386G (Slab),Raw Material, 412.31 ,1,Pieces
MN130P1111,EC STS 2000-S 2M-390G (Slab),Raw Material, 413.01 ,1,Pieces
MN130Q1111,EC STS 2000-S 2M-396G (Slab),Raw Material, 414.77 ,1,Pieces
MN130R1111,EC STS 2000-S 2M-400G (Slab),Raw Material, 415.83 ,1,Pieces
MN130S1111,EC STS 2000-S 2M-406G (Slab),Raw Material, 416.54 ,1,Pieces
MN130T1111,EC STS 2000-S 2M-408G (Slab),Raw Material, 417.24 ,1,Pieces
MN130U1111,EC STS 2000-S 2M-410G (Slab),Raw Material, 418.30 ,1,Pieces
MN130V1111,EC STS 2000-S 2M-416G (Slab),Raw Material, 419.36 ,1,Pieces
MN130W1111,EC STS 2000-S 2M-420G (Slab),Raw Material, 420.06 ,1,Pieces
MN130X1111,EC STS 2000-S 2M-426G (Slab),Raw Material, 421.47 ,1,Pieces
MN130Y1111,EC STS 2000-S 2M-428G (Slab),Raw Material, 422.18 ,1,Pieces
MN130Z1111,EC STS 2000-S 2M-434G (Slab),Raw Material, 423.23 ,1,Pieces
MN13111111,EC STS 2000-S 2M-436G (Slab),Raw Material, 423.94 ,1,Pieces
MN13121111,EC STS 2000-S 2M-438G (Slab),Raw Material, 424.29 ,1,Pieces
MN13131111,EC STS 2000-S 2M-440G (Slab),Raw Material, 424.64 ,1,Pieces
MN13141111,EC STS 2000-S 2M-452G (Slab),Raw Material, 427.46 ,1,Pieces
MN13151111,EC STS 2000-S 2M-454G (Slab),Raw Material, 427.81 ,1,Pieces
MN13161111,EC STS 2000-S 2M-456G (Slab),Raw Material, 428.17 ,1,Pieces
MN13171111,EC STS 2000-S 2M-460G (Slab),Raw Material, 429.22 ,1,Pieces
MN13181111,EC STS 2000-S 2M-468G (Slab),Raw Material, 430.63 ,1,Pieces
MN13191111,EC STS 2000-S 2M-474G (Slab),Raw Material, 432.39 ,1,Pieces
MN131A1111,EC STS 2000-S 2M-480G (Slab),Raw Material, 433.80 ,1,Pieces
MN131B1111,EC STS 2000-S 2M-486G (Slab),Raw Material, 434.86 ,1,Pieces
MN131C1111,EC STS 2000-S 2M-490G (Slab),Raw Material, 435.92 ,1,Pieces
MN131D1111,EC STS 2000-S 2M-494G (Slab),Raw Material, 435.92 ,1,Pieces
MN131E1111,EC STS 2000-S 2M-500G (Slab),Raw Material, 438.39 ,1,Pieces
MN131F1111,EC STS 2000-S 2M-506G (Slab),Raw Material, 439.80 ,1,Pieces
MN131G1111,EC STS 2000-S 2M-520G (Slab),Raw Material, 443.32 ,1,Pieces
MN131H1111,EC STS 2000-S 2M-524G (Slab),Raw Material, 444.02 ,1,Pieces
MN131J1111,EC STS 2000-S 2M-530G (Slab),Raw Material, 445.08 ,1,Pieces
MN131K1111,EC STS 2000-S 2M-532G (Slab),Raw Material, 445.43 ,1,Pieces
MN131L1111,EC STS 2000-S 2M-540G (Slab),Raw Material, 491.25 ,1,Pieces
MN131M1111,EC STS 2000-S 2M-550G (Slab),Raw Material, 493.01 ,1,Pieces
MN131N1111,EC STS 2000-S 2M-558G (Slab),Raw Material, 495.12 ,1,Pieces
MN131P1111,EC STS 2000-S 2M-560G (Slab),Raw Material, 495.47 ,1,Pieces
MN131Q1111,EC STS 2000-S 2M-572G (Slab),Raw Material, 498.65 ,1,Pieces
MN131R1111,EC STS 2000-S 2M-580G (Slab),Raw Material, 500.06 ,1,Pieces
MN131S1111,EC STS 2000-S 2M-594G (Slab),Raw Material, 502.87 ,1,Pieces
MN131T1111,EC STS 2000-S 2M-596G (Slab),Raw Material, 503.23 ,1,Pieces
MN131U1111,EC STS 2000-S 2M-600G (Slab),Raw Material, 503.93 ,1,Pieces
MN131V1111,EC STS 2000-S 2M-604G (Slab),Raw Material, 504.99 ,1,Pieces
MN131W1111,EC STS 2000-S 2M-606G (Slab),Raw Material, 505.69 ,1,Pieces
MN131X1111,STS 2000-S 2M-620G,Raw Material, 508.87 ,1,Pieces
MN131Y1111,EC STS 2000-S 2M-630G (Slab),Raw Material, 510.28 ,1,Pieces
MN131Z1111,EC STS 2000-S 2M-632G (Slab),Raw Material, 510.98 ,1,Pieces
MN13211111,STS 2000-S 2M-650G,Raw Material, 515.91 ,1,Pieces
MN13221111,EC STS 2000-S 2M-652G (Slab),Raw Material, 516.27 ,1,Pieces
MN13231111,EC STS 2000-S 2M-654G (Slab),Raw Material, 516.62 ,1,Pieces
MN13241111,EC STS 2000-S 2M-656G (Slab),Raw Material, 516.97 ,1,Pieces
MN13251111,EC STS 2000-S 2M-660G (Slab),Raw Material, 517.68 ,1,Pieces
MN13261111,EC STS 2000-S 2M-668G (Slab),Raw Material, 519.44 ,1,Pieces
MN13271111,EC STS 2000-S 2M-676G (Slab),Raw Material, 521.20 ,1,Pieces
MN13281111,EC STS 2000-S 2M-692G (Slab),Raw Material, 524.37 ,1,Pieces
MN13291111,EC STS 2000-S 2M-700G (Slab),Raw Material, 526.49 ,1,Pieces
MN132A1111,EC STS 2000-S 2M-710G (Slab),Raw Material, 528.25 ,1,Pieces
MN132B1111,EC STS 2000-S 2M-726G (Slab),Raw Material, 754.14 ,1,Pieces
MN132C1111,EC STS 2000-S 2M-742G (Slab),Raw Material, 757.31 ,1,Pieces
MN132D1111,EC STS 2000-S 2M-752G (Slab),Raw Material, 759.77 ,1,Pieces
MN132E1111,EC STS 2000-S 2M-754G (Slab),Raw Material, 760.13 ,1,Pieces
MN132F1111,EC STS 2000-S 2M-766G (Slab),Raw Material, 763.30 ,1,Pieces
MN132G1111,EC STS 2000-S 2M-796G (Slab),Raw Material, 769.99 ,1,Pieces
MN132H1111,EC STS 2000-S 2M-800G (Slab),Raw Material, 770.70 ,1,Pieces
MN132J1111,EC STS 2000-S 2M-810G (Slab),Raw Material, 773.17 ,1,Pieces
MN132K1111,EC STS 2000-S 2M-826G (Slab),Raw Material, 776.34 ,1,Pieces
MN132L1111,EC STS 2000-S 2M-848G (Slab),Raw Material, 781.98 ,1,Pieces
MN132M1111,EC STS 2000-S 2M-864G (Slab),Raw Material, 785.50 ,1,Pieces
MN132N1111,EC STS 2000-S 2M-86G (Slab),Raw Material, 239.98 ,1,Pieces
MN132P1111,EC STS 2000-S 2M-88G (Slab),Raw Material, 240.34 ,1,Pieces
MN132Q1111,EC STS 2000-S 2M-898G (Slab),Raw Material, 793.25 ,1,Pieces
MN132R1111,EC STS 2000-S 2M-900G (Slab),Raw Material, 793.96 ,1,Pieces
MN132S1111,EC STS 2000-S 2M-90G (Slab),Raw Material, 241.04 ,1,Pieces
MN132T1111,EC STS 2000-S 2M-92G (Slab),Raw Material, 241.75 ,1,Pieces
MN132U1111,EC STS 2000-S 2M-940G (Slab),Raw Material, 803.12 ,1,Pieces
MN132V1111,EC STS 2000-S 2M-946G (Slab),Raw Material, 804.18 ,1,Pieces
MN132W1111,EC STS 2000-S 2M-94G (Slab),Raw Material, 242.10 ,1,Pieces
MN132X1111,EC STS 2000-S 2M-950G (Slab),Raw Material, 805.23 ,1,Pieces
MN132Y1111,EC STS 2000-S 2M-984G (Slab),Raw Material, 813.34 ,1,Pieces
MN132Z1111,EC STS 2000-S 2M-98G (Slab),Raw Material, 242.80 ,1,Pieces
MN13311111,EC STS 2000-S 2M-1000G (Slab),Raw Material, 817.57 ,1,Pieces
MN13321111,EC STS 2000-S 2M-1020G (Slab),Raw Material, 821.44 ,1,Pieces
MN13331111,EC STS 2000-S 2M-1024G (Slab),Raw Material, 822.85 ,1,Pieces
MN13341111,EC STS 2000-S 2M-1032G (Slab),Raw Material, 824.62 ,1,Pieces
MN13351111,EC STS 2000-S 2M-1036G (Slab),Raw Material, 825.32 ,1,Pieces
MN13361111,EC STS 2000-S 2M-1042G (Slab),Raw Material, 827.08 ,1,Pieces
MN13371111,EC STS 2000-S 2M-1064G (Slab),Raw Material, 831.31 ,1,Pieces
MN13381111,EC STS 2000-S 2M-1066G (Slab),Raw Material, 832.02 ,1,Pieces
MN13391111,EC STS 2000-S 2M-1074G (Slab),Raw Material, 834.13 ,1,Pieces
MN133A1111,EC STS 2000-S 2M-1086G (Slab),Raw Material, 836.95 ,1,Pieces
MN133B1111,EC STS 2000-S 2M-1094G (Slab),Raw Material, 836.95 ,1,Pieces
MN133C1111,EC STS 2000-S 2M-1100G (Slab),Raw Material, 839.77 ,1,Pieces
MN133D1111,EC STS 2000-S 2M-1110G (Slab),Raw Material, 842.24 ,1,Pieces
MN133E1111,EC STS 2000-S 2M-1136G (Slab),Raw Material, 848.58 ,1,Pieces
MN133F1111,EC STS 2000-S 2M-1154G (Slab),Raw Material, 852.81 ,1,Pieces
MN133G1111,EC STS 2000-S 2M-1166G (Slab),Raw Material, 855.63 ,1,Pieces
MN133H1111,EC STS 2000-S 2M-1224G (Slab),Raw Material, 868.31 ,1,Pieces
MN133J1111,EC STS 2000-S 2M-1228G (Slab),Raw Material, 869.02 ,1,Pieces
MN133K1111,EC STS 2000-S 2M-224G (Slab),Raw Material, 250.56 ,1,Pieces
MN133L1111,EC STS 2000-S 3M-804G (Slab),Raw Material," 1,038.52 ",1,Pieces
MN133M1111,EC STS 2000-S 3M-1050G (Slab),Raw Material," 1,202.04 ",1,Pieces
MN133N1111,EC STS 2000-S 3M-108G (Slab),Raw Material, 240.34 ,1,Pieces
MN133P1111,EC STS 2000-S 3M-1134G (Slab),Raw Material," 1,132.26 ",1,Pieces
MN133Q1111,EC STS 2000-S 3M-1146G (Slab),Raw Material," 1,135.43 ",1,Pieces
MN133R1111,EC STS 2000-S 3M-1176G (Slab),Raw Material," 1,143.54 ",1,Pieces
MN133S1111,EC STS 2000-S 3M-1188G (Slab),Raw Material," 1,147.06 ",1,Pieces
MN133T1111,EC STS 2000-S 3M-120G (Slab),Raw Material, 249.15 ,1,Pieces
MN133U1111,EC STS 2000-S 3M-123G (Slab),Raw Material, 251.61 ,1,Pieces
MN133V1111,EC STS 2000-S 3M-1299G (Slab),Raw Material," 1,178.43 ",1,Pieces
MN133W1111,EC STS 2000-S 3M-129G (Slab),Raw Material, 256.19 ,1,Pieces
MN133X1111,EC STS 2000-S 3M-132G (Slab),Raw Material, 258.31 ,1,Pieces
MN133Y1111,EC STS 2000-S 3M-1419G (Slab),Raw Material," 1,216.48 ",1,Pieces
MN133Z1111,EC STS 2000-S 3M-141G (Slab),Raw Material, 264.65 ,1,Pieces
MN13411111,EC STS 2000-S 3M-144G (Slab),Raw Material, 267.12 ,1,Pieces
MN13421111,EC STS 2000-S 3M-147G (Slab),Raw Material, 268.88 ,1,Pieces
MN13431111,EC STS 2000-S 3M-150G (Slab),Raw Material, 294.96 ,1,Pieces
MN13441111,EC STS 2000-S 3M-1530G (Slab),Raw Material," 1,240.10 ",1,Pieces
MN13451111,EC STS 2000-S 3M-156G (Slab),Raw Material, 276.28 ,1,Pieces
MN13461111,EC STS 2000-S 3M-159G (Slab),Raw Material, 278.40 ,1,Pieces
MN13471111,EC STS 2000-S 3M-162G (Slab),Raw Material, 280.51 ,1,Pieces
MN13481111,EC STS 2000-S 3M-168G (Slab),Raw Material, 285.09 ,1,Pieces
MN13491111,EC STS 2000-S 3M-171G (Slab),Raw Material, 287.21 ,1,Pieces
MN134A1111,EC STS 2000-S 3M-177G (Slab),Raw Material, 317.16 ,1,Pieces
MN134B1111,EC STS 2000-S 3M-180G (Slab),Raw Material, 319.27 ,1,Pieces
MN134C1111,EC STS 2000-S 3M-183G (Slab),Raw Material, 294.96 ,1,Pieces
MN134D1111,EC STS 2000-S 3M-186G (Slab),Raw Material, 321.04 ,1,Pieces
MN134E1111,EC STS 2000-S 3M-189G (Slab),Raw Material, 321.74 ,1,Pieces
MN134F1111,EC STS 2000-S 3M-192G (Slab),Raw Material, 322.45 ,1,Pieces
MN134G1111,EC STS 2000-S 3M-195G (Slab),Raw Material, 298.48 ,1,Pieces
MN134H1111,EC STS 2000-S 3M-198G (Slab),Raw Material, 299.54 ,1,Pieces
MN134J1111,EC STS 2000-S 3M-210G (Slab),Raw Material, 328.44 ,1,Pieces
MN134K1111,EC STS 2000-S 3M-219G (Slab),Raw Material, 330.55 ,1,Pieces
MN134L1111,EC STS 2000-S 3M-222G (Slab),Raw Material, 331.61 ,1,Pieces
MN134M1111,EC STS 2000-S 3M-228G (Slab),Raw Material, 307.65 ,1,Pieces
MN134N1111,EC STS 2000-S 3M-234G (Slab),Raw Material, 335.48 ,1,Pieces
MN134P1111,EC STS 2000-S 3M-237G (Slab),Raw Material, 310.11 ,1,Pieces
MN134Q1111,EC STS 2000-S 3M-243G (Slab),Raw Material, 311.87 ,1,Pieces
MN134R1111,EC STS 2000-S 3M-249G (Slab),Raw Material, 313.28 ,1,Pieces
MN134S1111,EC STS 2000-S 3M-252G (Slab),Raw Material, 340.77 ,1,Pieces
MN134T1111,EC STS 2000-S 3M-255G (Slab),Raw Material, 342.18 ,1,Pieces
MN134U1111,EC STS 2000-S 3M-258G (Slab),Raw Material, 316.10 ,1,Pieces
MN134V1111,EC STS 2000-S 3M-267G (Slab),Raw Material, 345.70 ,1,Pieces
MN134W1111,EC STS 2000-S 3M-270G (Slab),Raw Material, 319.27 ,1,Pieces
MN134X1111,EC STS 2000-S 3M-273G (Slab),Raw Material, 319.98 ,1,Pieces
MN134Y1111,EC STS 2000-S 3M-276G (Slab),Raw Material, 348.17 ,1,Pieces
MN134Z1111,EC STS 2000-S 3M-279G (Slab),Raw Material, 321.74 ,1,Pieces
MN13511111,EC STS 2000-S 3M-288G (Slab),Raw Material, 324.21 ,1,Pieces
MN13521111,EC STS 2000-S 3M-291G (Slab),Raw Material, 325.27 ,1,Pieces
MN13531111,EC STS 2000-S 3M-294G (Slab),Raw Material, 325.97 ,1,Pieces
MN13541111,EC STS 2000-S 3M-297G (Slab),Raw Material, 326.67 ,1,Pieces
MN13551111,EC STS 2000-S 3M-300G (Slab),Raw Material, 355.22 ,1,Pieces
MN13561111,EC STS 2000-S 3M-306G (Slab),Raw Material, 329.14 ,1,Pieces
MN13571111,EC STS 2000-S 3M-315G (Slab),Raw Material, 332.31 ,1,Pieces
MN13581111,EC STS 2000-S 3M-318G (Slab),Raw Material, 361.21 ,1,Pieces
MN13591111,EC STS 2000-S 3M-333G (Slab),Raw Material, 336.89 ,1,Pieces
MN135A1111,EC STS 2000-S 3M-336G (Slab),Raw Material, 337.60 ,1,Pieces
MN135B1111,EC STS 2000-S 3M-339G (Slab),Raw Material, 367.20 ,1,Pieces
MN135C1111,EC STS 2000-S 3M-342G (Slab),Raw Material, 368.26 ,1,Pieces
MN135D1111,EC STS 2000-S 3M-354G (Slab),Raw Material, 342.89 ,1,Pieces
MN135E1111,EC STS 2000-S 3M-360G (Slab),Raw Material, 373.54 ,1,Pieces
MN135F1111,EC STS 2000-S 3M-363G (Slab),Raw Material, 374.60 ,1,Pieces
MN135G1111,EC STS 2000-S 3M-366G (Slab),Raw Material, 345.70 ,1,Pieces
MN135H1111,EC STS 2000-S 3M-369G (Slab),Raw Material, 375.66 ,1,Pieces
MN135J1111,EC STS 2000-S 3M-372G (Slab),Raw Material, 375.66 ,1,Pieces
MN135K1111,EC STS 2000-S 3M-375G (Slab),Raw Material, 348.52 ,1,Pieces
MN135L1111,EC STS 2000-S 3M-378G (Slab),Raw Material, 378.83 ,1,Pieces
MN135M1111,EC STS 2000-S 3M-384G (Slab),Raw Material, 380.94 ,1,Pieces
MN135N1111,EC STS 2000-S 3M-387G (Slab),Raw Material, 352.05 ,1,Pieces
MN135P1111,EC STS 2000-S 3M-396G (Slab),Raw Material, 354.16 ,1,Pieces
MN135Q1111,EC STS 2000-S 3M-399G (Slab),Raw Material, 355.22 ,1,Pieces
MN135R1111,EC STS 2000-S 3M-402G (Slab),Raw Material, 555.73 ,1,Pieces
MN135S1111,EC STS 2000-S 3M-417G (Slab),Raw Material, 560.32 ,1,Pieces
MN135T1111,EC STS 2000-S 3M-420G (Slab),Raw Material, 608.59 ,1,Pieces
MN135U1111,EC STS 2000-S 3M-423G (Slab),Raw Material, 561.73 ,1,Pieces
MN135V1111,EC STS 2000-S 3M-426G (Slab),Raw Material, 562.43 ,1,Pieces
MN135W1111,EC STS 2000-S 3M-432G (Slab),Raw Material, 608.59 ,1,Pieces
MN135X1111,EC STS 2000-S 3M-438G (Slab),Raw Material, 565.60 ,1,Pieces
MN135Y1111,EC STS 2000-S 3M-444G (Slab),Raw Material, 567.72 ,1,Pieces
MN135Z1111,EC STS 2000-S 3M-447G (Slab),Raw Material, 616.70 ,1,Pieces
MN13611111,EC STS 2000-S 3M-453G (Slab),Raw Material, 618.81 ,1,Pieces
MN13621111,EC STS 2000-S 3M-456G (Slab),Raw Material, 571.24 ,1,Pieces
MN13631111,EC STS 2000-S 3M-459G (Slab),Raw Material, 620.58 ,1,Pieces
MN13641111,EC STS 2000-S 3M-468G (Slab),Raw Material, 574.41 ,1,Pieces
MN13651111,EC STS 2000-S 3M-471G (Slab),Raw Material, 575.47 ,1,Pieces
MN13661111,EC STS 2000-S 3M-489G (Slab),Raw Material, 580.40 ,1,Pieces
MN13671111,EC STS 2000-S 3M-498G (Slab),Raw Material, 582.52 ,1,Pieces
MN13681111,EC STS 2000-S 3M-501G (Slab),Raw Material, 633.26 ,1,Pieces
MN13691111,EC STS 2000-S 3M-513G (Slab),Raw Material, 587.10 ,1,Pieces
MN136A1111,EC STS 2000-S 3M-516G (Slab),Raw Material, 587.80 ,1,Pieces
MN136B1111,EC STS 2000-S 3M-522G (Slab),Raw Material, 589.92 ,1,Pieces
MN136C1111,EC STS 2000-S 3M-525G (Slab),Raw Material, 640.66 ,1,Pieces
MN136D1111,EC STS 2000-S 3M-534G (Slab),Raw Material, 593.09 ,1,Pieces
MN136E1111,EC STS 2000-S 3M-540G (Slab),Raw Material, 645.24 ,1,Pieces
MN136F1111,EC STS 2000-S 3M-549G (Slab),Raw Material, 647.71 ,1,Pieces
MN136G1111,EC STS 2000-S 3M-552G (Slab),Raw Material, 597.67 ,1,Pieces
MN136H1111,EC STS 2000-S 3M-555G (Slab),Raw Material, 598.38 ,1,Pieces
MN136J1111,EC STS 2000-S 3M-564G (Slab),Raw Material, 652.29 ,1,Pieces
MN136K1111,EC STS 2000-S 3M-573G (Slab),Raw Material, 603.66 ,1,Pieces
MN136L1111,EC STS 2000-S 3M-588G (Slab),Raw Material, 607.54 ,1,Pieces
MN136M1111,EC STS 2000-S 3M-597G (Slab),Raw Material, 610.71 ,1,Pieces
MN136N1111,EC STS 2000-S 3M-600G (Slab),Raw Material, 611.41 ,1,Pieces
MN136P1111,EC STS 2000-S 3M-621G (Slab),Raw Material, 617.40 ,1,Pieces
MN136Q1111,EC STS 2000-S 3M-636G (Slab),Raw Material, 621.28 ,1,Pieces
MN136R1111,EC STS 2000-S 3M-648G (Slab),Raw Material, 624.45 ,1,Pieces
MN136S1111,EC STS 2000-S 3M-657G (Slab),Raw Material, 627.98 ,1,Pieces
MN136T1111,EC STS 2000-S 3M-660G (Slab),Raw Material, 627.98 ,1,Pieces
MN136U1111,EC STS 2000-S 3M-666G (Slab),Raw Material, 630.09 ,1,Pieces
MN136V1111,EC STS 2000-S 3M-690G (Slab),Raw Material, 637.14 ,1,Pieces
MN136W1111,EC STS 2000-S 3M-699G (Slab),Raw Material, 639.61 ,1,Pieces
MN136X1111,EC STS 2000-S 3M-720G (Slab),Raw Material, 645.24 ,1,Pieces
MN136Y1111,EC STS 2000-S 3M-726G (Slab),Raw Material, 646.65 ,1,Pieces
MN136Z1111,EC STS 2000-S 3M-735G (Slab),Raw Material, 649.47 ,1,Pieces
MN13711111,EC STS 2000-S 3M-741G (Slab),Raw Material, 651.59 ,1,Pieces
MN13721111,EC STS 2000-S 3M-768G (Slab),Raw Material," 1,028.30 ",1,Pieces
MN13731111,EC STS 2000-S 3M-771G (Slab),Raw Material," 1,029.36 ",1,Pieces
MN13741111,EC STS 2000-S 3M-789G (Slab),Raw Material," 1,122.04 ",1,Pieces
MN13751111,EC STS 2000-S 3M-810G (Slab),Raw Material," 1,029.36 ",1,Pieces
MN13761111,EC STS 2000-S 3M-825G (Slab),Raw Material," 1,044.16 ",1,Pieces
MN13771111,EC STS 2000-S 3M-852G (Slab),Raw Material," 1,051.91 ",1,Pieces
MN13781111,EC STS 2000-S 3M-858G (Slab),Raw Material," 1,054.03 ",1,Pieces
MN13791111,EC STS 2000-S 3M-882G (Slab),Raw Material," 1,060.72 ",1,Pieces
MN137A1111,EC STS 2000-S 3M-888G (Slab),Raw Material," 1,062.49 ",1,Pieces
MN137B1111,EC STS 2000-S 3M-900G (Slab),Raw Material," 1,065.66 ",1,Pieces
MN137C1111,EC STS 2000-S 3M-909G (Slab),Raw Material," 1,067.77 ",1,Pieces
MN137D1111,EC STS 2000-S 3M-918G (Slab),Raw Material," 1,070.94 ",1,Pieces
MN137E1111,EC STS 2000-S 3M-93G (Slab),Raw Material, 228.36 ,1,Pieces
MN137F1111,EC STS 2000-S 3M-990G (Slab),Raw Material," 1,091.38 ",1,Pieces
MN137G1111,EC STS 2000-S 3M-999G (Slab),Raw Material," 1,093.85 ",1,Pieces
MN137H1111,EC STS 2000-S 3M-99G (Slab),Raw Material, 233.64 ,1,Pieces
