Alloc. A/C CD,Alloc. A/C name,Dept./Process CD,Dept./Process name,Alloc. rate,Alloc. basis
8190001,[M]Pension for provident fund,CPCL02,CALENDER2,-0.26637477,Time alloc.
8190001,[M]Pension for provident fund,CPCL03,CALENDER3,0.193308,Time alloc.
8190001,[M]Pension for provident fund,CPGD01,GD1,0.00506494,Time alloc.
8190001,[M]Pension for provident fund,CPKN01,KNEADER1,0.08504194,Time alloc.
8190001,[M]Pension for provident fund,CPKN03,KNEADER3,0.1008644,Time alloc.
8190001,[M]Pension for provident fund,CPKN04,KNEADER4,0.15003425,Time alloc.
8190001,[M]Pension for provident fund,CPMT45,45 degrees,0.06874354,Time alloc.
8190001,[M]Pension for provident fund,CPMT70,45 and 70 degrees,0.0202669,Time alloc.
8190001,[M]Pension for provident fund,CPMTBJ,BUTT JOINT,0.11284215,Time alloc.
8190001,[M]Pension for provident fund,CPMTBS,BIAS,0.16456463,Time alloc.
8190001,[M]Pension for provident fund,CPMTDY,DYEING,0.00542854,Time alloc.
8190001,[M]Pension for provident fund,CPMTLR,Liner rewinding,0.11261558,Time alloc.
8190001,[M]Pension for provident fund,CPMTST,Slitter,0.00385398,Time alloc.
8190001,[M]Pension for provident fund,CPMTSW,SEWING,0.05086172,Time alloc.
8190001,[M]Pension for provident fund,CPRA01,RA1,0.1554278,Time alloc.
8190001,[M]Pension for provident fund,CPRA02,RA2,0.01278866,Time alloc.
8190001,[M]Pension for provident fund,CPRA03,RA3,0.20051337,Time alloc.
8190001,[M]Pension for provident fund,CPRA04,RA4,0.05618586,Time alloc.
8190001,[M]Pension for provident fund,CPRE01,RE1,0.11310749,Time alloc.
8190001,[M]Pension for provident fund,CPRE02,RE2,0.17683437,Time alloc.
8190001,[M]Pension for provident fund,CPRE03,RE3,0.14229195,Time alloc.
8190001,[M]Pension for provident fund,CPRE04,RE4,0.11359674,Time alloc.
8190001,[M]Pension for provident fund,CPRE05,RE5,0.10754158,Time alloc.
8190001,[M]Pension for provident fund,CPSL01,Sunline1,0.09309233,Time alloc.
8190001,[M]Pension for provident fund,CPSY01,Synchro 1,0.30164341,Time alloc.
8190001,[M]Pension for provident fund,CPSY02,Synchro 2,0.20391948,Time alloc.
8190001,[M]Pension for provident fund,CPSY03,Synchro 3,0.31810398,Time alloc.
8190001,[M]Pension for provident fund,CPSY04,Synchro 4,0.95670418,Time alloc.
8190001,[M]Pension for provident fund,CPWP01,WP1,0.11728612,Time alloc.
8190001,[M]Pension for provident fund,CPWP02,WP2,0.3335277,Time alloc.
8190001,[M]Pension for provident fund,CPWP03,WP3,0.35742248,Time alloc.
8190001,[M]Pension for provident fund,CPWP04,WP4,0.27131516,Time alloc.
8190001,[M]Pension for provident fund,CPWP06,WP6,0.2764023,Time alloc.
8190001,[M]Pension for provident fund,CPWP07,WP7,0.28374756,Time alloc.
8190001,[M]Pension for provident fund,CPWP08,WP8,0.22003404,Time alloc.
8190001,[M]Pension for provident fund,CPWP09,WP9,0.25880648,Time alloc.
8190001,[M]Pension for provident fund,CPWP10,WP10,0.08649515,Time alloc.
8190001,[M]Pension for provident fund,CPWPAB,AIR BAG,0.10687545,Time alloc.
8190001,[M]Pension for provident fund,CPWPDL,D LINE,0.65726863,Time alloc.
8190001,[M]Pension for provident fund,CPWPLL,LONG LINE,0.00271941,Time alloc.
8190001OT,[M]Pension for provident fund,CPAT01,AT-1,0.36454858,Time alloc.
8190001OT,[M]Pension for provident fund,CPAT02,AT-2,0.37112916,Time alloc.
8190001OT,[M]Pension for provident fund,CPAT03,AT-3,0.18034022,Time alloc.
8190001OT,[M]Pension for provident fund,CPATIJ,AT Injection,0.00257913,Time alloc.
8190001OT,[M]Pension for provident fund,CPBB01,BANBURY1,0.05863477,Time alloc.
8190001OT,[M]Pension for provident fund,CPBB02,BANBURY2,0.04283957,Time alloc.
8190001OT,[M]Pension for provident fund,CPBI01,Wiper Inspection,0.01732339,Time alloc.
8190001OT,[M]Pension for provident fund,CPBI02,Wiper Side Cut,0.01928183,Time alloc.
8190001OT,[M]Pension for provident fund,CPBI03,Wiper Center Cut,0.02830874,Time alloc.
8190001OT,[M]Pension for provident fund,CPBIG1,Wiper Graphite1,0.00026979,Time alloc.
8190001OT,[M]Pension for provident fund,CPBR01,Wiper Press,0.00172308,Time alloc.
8190001OT,[M]Pension for provident fund,CPBR02,Wiper Chlorine,0.00255067,Time alloc.
8190001OT,[M]Pension for provident fund,CPBRC1,Wiper CL1,0.01211261,Time alloc.
8190001OT,[M]Pension for provident fund,CPBRCR,Wiper ChlorineMixing,0.00010127,Time alloc.
8190001OT,[M]Pension for provident fund,CPBRCT,Wiper Rubber Cutting,0.00185094,Time alloc.
8190001OT,[M]Pension for provident fund,CPBRK1,Wiper KN1,0.03007479,Time alloc.
8190001OT,[M]Pension for provident fund,CPCL01,CALENDER1,0.02866539,Time alloc.
8190001OT,[M]Pension for provident fund,CPCL02,CALENDER2,0.01458136,Time alloc.
8190001OT,[M]Pension for provident fund,CPCL03,CALENDER3,0.02414312,Time alloc.
8190001OT,[M]Pension for provident fund,CPGD01,GD1,0.00360684,Time alloc.
8190001OT,[M]Pension for provident fund,CPKN01,KNEADER1,0.00927763,Time alloc.
8190001OT,[M]Pension for provident fund,CPKN03,KNEADER3,0.00768333,Time alloc.
8190001OT,[M]Pension for provident fund,CPKN04,KNEADER4,0.0484917,Time alloc.
8190001OT,[M]Pension for provident fund,CPMT45,45 degrees,0.00896889,Time alloc.
8190001OT,[M]Pension for provident fund,CPMT70,45 and 70 degrees,0.01319909,Time alloc.
8190001OT,[M]Pension for provident fund,CPMTBJ,BUTT JOINT,0.00642701,Time alloc.
8190001OT,[M]Pension for provident fund,CPMTBS,BIAS,0.00900957,Time alloc.
8190001OT,[M]Pension for provident fund,CPMTDY,DYEING,0.00199806,Time alloc.
8190001OT,[M]Pension for provident fund,CPMTLR,Liner rewinding,0.00452512,Time alloc.
8190001OT,[M]Pension for provident fund,CPMTST,Slitter,0.00031275,Time alloc.
8190001OT,[M]Pension for provident fund,CPMTSW,SEWING,0.00295597,Time alloc.
8190001OT,[M]Pension for provident fund,CPRA01,RA1,0.00749789,Time alloc.
8190001OT,[M]Pension for provident fund,CPRA02,RA2,0.00779239,Time alloc.
8190001OT,[M]Pension for provident fund,CPRA03,RA3,0.01521415,Time alloc.
8190001OT,[M]Pension for provident fund,CPRA04,RA4,0.00206447,Time alloc.
8190001OT,[M]Pension for provident fund,CPRE01,RE1,0.00888731,Time alloc.
8190001OT,[M]Pension for provident fund,CPRE02,RE2,0.02871642,Time alloc.
8190001OT,[M]Pension for provident fund,CPRE03,RE3,0.00356601,Time alloc.
8190001OT,[M]Pension for provident fund,CPRE04,RE4,0.06819591,Time alloc.
8190001OT,[M]Pension for provident fund,CPRE05,RE5,0.01204033,Time alloc.
8190001OT,[M]Pension for provident fund,CPSL01,Sunline1,0.12361703,Time alloc.
8190001OT,[M]Pension for provident fund,CPSY01,Synchro 1,0.08352209,Time alloc.
8190001OT,[M]Pension for provident fund,CPSY02,Synchro 2,0.09685334,Time alloc.
8190001OT,[M]Pension for provident fund,CPSY03,Synchro 3,0.11923229,Time alloc.
8190001OT,[M]Pension for provident fund,CPSY04,Synchro 4,0.02419791,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP01,WP1,0.03020611,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP02,WP2,0.03612046,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP03,WP3,0.04493074,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP04,WP4,0.0577614,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP06,WP6,0.06380893,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP07,WP7,0.10222305,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP08,WP8,0.06089142,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP09,WP9,0.02913432,Time alloc.
8190001OT,[M]Pension for provident fund,CPWP10,WP10,0.02793589,Time alloc.
8190001OT,[M]Pension for provident fund,CPWPAB,AIR BAG,0.0739348,Time alloc.
8190001OT,[M]Pension for provident fund,CPWPDL,D LINE,0.09457522,Time alloc.
8190001OT,[M]Pension for provident fund,CPWPLL,LONG LINE,0.03191663,Time alloc.
8190001WS,[M]Pension for provident fund,CPAT01,AT-1,0.15670674,Time alloc.
8190001WS,[M]Pension for provident fund,CPAT02,AT-2,0.16593213,Time alloc.
8190001WS,[M]Pension for provident fund,CPAT03,AT-3,0.08164177,Time alloc.
8190001WS,[M]Pension for provident fund,CPBB01,BANBURY1,0.18817351,Time alloc.
8190001WS,[M]Pension for provident fund,CPBB02,BANBURY2,0.13748279,Time alloc.
8190001WS,[M]Pension for provident fund,CPBI01,Wiper Inspection,0.02703229,Time alloc.
8190001WS,[M]Pension for provident fund,CPBI02,Wiper Side Cut,0.02979328,Time alloc.
8190001WS,[M]Pension for provident fund,CPBI03,Wiper Center Cut,0.01954031,Time alloc.
8190001WS,[M]Pension for provident fund,CPBIG1,Wiper Graphite1,0.00058704,Time alloc.
8190001WS,[M]Pension for provident fund,CPBR01,Wiper Press,0.00518259,Time alloc.
8190001WS,[M]Pension for provident fund,CPBR02,Wiper Chlorine,0.00680107,Time alloc.
8190001WS,[M]Pension for provident fund,CPCL01,CALENDER1,0.1743083,Time alloc.
8190001WS,[M]Pension for provident fund,CPCL02,CALENDER2,0.09171476,Time alloc.
8190001WS,[M]Pension for provident fund,CPCL03,CALENDER3,0.15185684,Time alloc.
8190001WS,[M]Pension for provident fund,CPKN01,KNEADER1,0.05814408,Time alloc.
8190001WS,[M]Pension for provident fund,CPKN03,KNEADER3,0.04826407,Time alloc.
8190001WS,[M]Pension for provident fund,CPKN04,KNEADER4,0.15682712,Time alloc.
8190001WS,[M]Pension for provident fund,CPMT45,45 degrees,0.05646408,Time alloc.
8190001WS,[M]Pension for provident fund,CPMT70,45 and 70 degrees,0.01631376,Time alloc.
8190001WS,[M]Pension for provident fund,CPMTBJ,BUTT JOINT,0.04061121,Time alloc.
8190001WS,[M]Pension for provident fund,CPMTBS,BIAS,0.05646408,Time alloc.
8190001WS,[M]Pension for provident fund,CPMTDY,DYEING,0.00296217,Time alloc.
8190001WS,[M]Pension for provident fund,CPMTLR,Liner rewinding,0.02818125,Time alloc.
8190001WS,[M]Pension for provident fund,CPMTST,Slitter,0.00198477,Time alloc.
8190001WS,[M]Pension for provident fund,CPMTSW,SEWING,0.01871408,Time alloc.
8190001WS,[M]Pension for provident fund,CPRA01,RA1,0.01112383,Time alloc.
8190001WS,[M]Pension for provident fund,CPRA02,RA2,0.02112913,Time alloc.
8190001WS,[M]Pension for provident fund,CPRA03,RA3,0.02465824,Time alloc.
8190001WS,[M]Pension for provident fund,CPRA04,RA4,0.03176688,Time alloc.
8190001WS,[M]Pension for provident fund,CPRE01,RE1,0.00986739,Time alloc.
8190001WS,[M]Pension for provident fund,CPRE02,RE2,0.029563,Time alloc.
8190001WS,[M]Pension for provident fund,CPRE03,RE3,0.02453437,Time alloc.
8190001WS,[M]Pension for provident fund,CPRE04,RE4,0.03340341,Time alloc.
8190001WS,[M]Pension for provident fund,CPRE05,RE5,0.02442717,Time alloc.
8190001WS,[M]Pension for provident fund,CPSL01,Sunline1,0.15736586,Time alloc.
8190001WS,[M]Pension for provident fund,CPSY01,Synchro 1,0.17212716,Time alloc.
8190001WS,[M]Pension for provident fund,CPSY02,Synchro 2,0.20164612,Time alloc.
8190001WS,[M]Pension for provident fund,CPSY03,Synchro 3,0.23768411,Time alloc.
8190001WS,[M]Pension for provident fund,CPSY04,Synchro 4,0.08046335,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP01,WP1,0.02402898,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP02,WP2,0.02171564,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP03,WP3,0.02979318,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP04,WP4,0.0491992,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP06,WP6,0.04469401,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP07,WP7,0.08992224,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP08,WP8,0.04599316,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP09,WP9,0.03672411,Time alloc.
8190001WS,[M]Pension for provident fund,CPWP10,WP10,0.02516967,Time alloc.
8190001WS,[M]Pension for provident fund,CPWPAB,AIR BAG,0.03662416,Time alloc.
8190001WS,[M]Pension for provident fund,CPWPDL,D LINE,0.06636574,Time alloc.
8190001WS,[M]Pension for provident fund,CPWPLL,LONG LINE,0.02523766,Time alloc.
8220101,[M]Bonus,CPAT01,AT-1,2.65101074,Time alloc.
8220101,[M]Bonus,CPAT02,AT-2,1.30385999,Time alloc.
8220101,[M]Bonus,CPAT03,AT-3,0.89934729,Time alloc.
8220101,[M]Bonus,CPATIJ,AT Injection,0.26780105,Time alloc.
8220101,[M]Bonus,CPBB01,BANBURY1,2.63279918,Time alloc.
8220101,[M]Bonus,CPBB02,BANBURY2,0.71443022,Time alloc.
8220101,[M]Bonus,CPBI01,Wiper Inspection,0.25865773,Time alloc.
8220101,[M]Bonus,CPBI02,Wiper Side Cut,0.33199911,Time alloc.
8220101,[M]Bonus,CPBI03,Wiper Center Cut,1.98557878,Time alloc.
8220101,[M]Bonus,CPBIG1,Wiper Graphite1,0.01246611,Time alloc.
8220101,[M]Bonus,CPBR01,Wiper Press,0.04456669,Time alloc.
8220101,[M]Bonus,CPBR02,Wiper Chlorine,0.0729045,Time alloc.
8220101,[M]Bonus,CPBRC1,Wiper CL1,1.29416535,Time alloc.
8220101,[M]Bonus,CPBRCR,Wiper ChlorineMixing,0.00711662,Time alloc.
8220101,[M]Bonus,CPBRCT,Wiper Rubber Cutting,0.19047456,Time alloc.
8220101,[M]Bonus,CPBRK1,Wiper KN1,3.38228042,Time alloc.
8220101,[M]Bonus,CPCL01,CALENDER1,2.73335849,Time alloc.
8220101,[M]Bonus,CPCL02,CALENDER2,1.54709703,Time alloc.
8220101,[M]Bonus,CPCL03,CALENDER3,2.44106965,Time alloc.
8220101,[M]Bonus,CPGD01,GD1,0.03264292,Time alloc.
8220101,[M]Bonus,CPKN01,KNEADER1,0.95002578,Time alloc.
8220101,[M]Bonus,CPKN03,KNEADER3,0.7358332,Time alloc.
8220101,[M]Bonus,CPKN04,KNEADER4,2.13313757,Time alloc.
8220101,[M]Bonus,CPMT45,45 degrees,0.66778843,Time alloc.
8220101,[M]Bonus,CPMT70,45 and 70 degrees,0.11241659,Time alloc.
8220101,[M]Bonus,CPMTBJ,BUTT JOINT,0.69441686,Time alloc.
8220101,[M]Bonus,CPMTBS,BIAS,1.131748,Time alloc.
8220101,[M]Bonus,CPMTDY,DYEING,0.04611084,Time alloc.
8220101,[M]Bonus,CPMTLR,Liner rewinding,0.57322455,Time alloc.
8220101,[M]Bonus,CPMTST,Slitter,0.03107103,Time alloc.
8220101,[M]Bonus,CPMTSW,SEWING,0.37980669,Time alloc.
8220101,[M]Bonus,CPRA01,RA1,1.20465399,Time alloc.
8220101,[M]Bonus,CPRA02,RA2,0.60268407,Time alloc.
8220101,[M]Bonus,CPRA03,RA3,1.76824239,Time alloc.
8220101,[M]Bonus,CPRA04,RA4,0.85008005,Time alloc.
8220101,[M]Bonus,CPRE01,RE1,1.28752492,Time alloc.
8220101,[M]Bonus,CPRE02,RE2,2.30691511,Time alloc.
8220101,[M]Bonus,CPRE03,RE3,1.57992993,Time alloc.
8220101,[M]Bonus,CPRE04,RE4,0.97249527,Time alloc.
8220101,[M]Bonus,CPRE05,RE5,1.3375119,Time alloc.
8220101,[M]Bonus,CPSL01,Sunline1,2.06977185,Time alloc.
8220101,[M]Bonus,CPSY01,Synchro 1,2.92275778,Time alloc.
8220101,[M]Bonus,CPSY02,Synchro 2,3.08944681,Time alloc.
8220101,[M]Bonus,CPSY03,Synchro 3,3.80268245,Time alloc.
8220101,[M]Bonus,CPSY04,Synchro 4,14.49438108,Time alloc.
8220101,[M]Bonus,CPWP01,WP1,1.20350887,Time alloc.
8220101,[M]Bonus,CPWP02,WP2,1.34489134,Time alloc.
8220101,[M]Bonus,CPWP03,WP3,2.25217436,Time alloc.
8220101,[M]Bonus,CPWP04,WP4,2.29286419,Time alloc.
8220101,[M]Bonus,CPWP06,WP6,1.44503406,Time alloc.
8220101,[M]Bonus,CPWP07,WP7,1.31895798,Time alloc.
8220101,[M]Bonus,CPWP08,WP8,1.08281065,Time alloc.
8220101,[M]Bonus,CPWP09,WP9,2.13225811,Time alloc.
8220101,[M]Bonus,CPWP10,WP10,0.00800711,Time alloc.
8220101,[M]Bonus,CPWPAB,AIR BAG,2.32311928,Time alloc.
8220101,[M]Bonus,CPWPDL,D LINE,3.21324519,Time alloc.
8220101,[M]Bonus,CPWPLL,LONG LINE,1.50932456,Time alloc.
8220101OT,[M]Bonus,CPAT01,AT-1,3.06563933,Time alloc.
8220101OT,[M]Bonus,CPAT02,AT-2,3.14712234,Time alloc.
8220101OT,[M]Bonus,CPAT03,AT-3,1.6195116,Time alloc.
8220101OT,[M]Bonus,CPATIJ,AT Injection,0.02280828,Time alloc.
8220101OT,[M]Bonus,CPBB01,BANBURY1,0.59960832,Time alloc.
8220101OT,[M]Bonus,CPBB02,BANBURY2,0.43808412,Time alloc.
8220101OT,[M]Bonus,CPBI01,Wiper Inspection,0.15166861,Time alloc.
8220101OT,[M]Bonus,CPBI02,Wiper Side Cut,0.16764866,Time alloc.
8220101OT,[M]Bonus,CPBI03,Wiper Center Cut,0.24466794,Time alloc.
8220101OT,[M]Bonus,CPBIG1,Wiper Graphite1,0.0029971,Time alloc.
8220101OT,[M]Bonus,CPBR01,Wiper Press,0.01923931,Time alloc.
8220101OT,[M]Bonus,CPBR02,Wiper Chlorine,0.02771811,Time alloc.
8220101OT,[M]Bonus,CPBRC1,Wiper CL1,0.10711682,Time alloc.
8220101OT,[M]Bonus,CPBRCR,Wiper ChlorineMixing,0.0008098,Time alloc.
8220101OT,[M]Bonus,CPBRCT,Wiper Rubber Cutting,0.01636862,Time alloc.
8220101OT,[M]Bonus,CPBRK1,Wiper KN1,0.2662809,Time alloc.
8220101OT,[M]Bonus,CPCL01,CALENDER1,0.25546554,Time alloc.
8220101OT,[M]Bonus,CPCL02,CALENDER2,0.12738027,Time alloc.
8220101OT,[M]Bonus,CPCL03,CALENDER3,0.21091007,Time alloc.
8220101OT,[M]Bonus,CPGD01,GD1,0.03014707,Time alloc.
8220101OT,[M]Bonus,CPKN01,KNEADER1,0.08228985,Time alloc.
8220101OT,[M]Bonus,CPKN03,KNEADER3,0.06562979,Time alloc.
8220101OT,[M]Bonus,CPKN04,KNEADER4,0.47683892,Time alloc.
8220101OT,[M]Bonus,CPMT45,45 degrees,0.0793156,Time alloc.
8220101OT,[M]Bonus,CPMT70,45 and 70 degrees,0.13805157,Time alloc.
8220101OT,[M]Bonus,CPMTBJ,BUTT JOINT,0.05692191,Time alloc.
8220101OT,[M]Bonus,CPMTBS,BIAS,0.07991219,Time alloc.
8220101OT,[M]Bonus,CPMTDY,DYEING,0.02074085,Time alloc.
8220101OT,[M]Bonus,CPMTLR,Liner rewinding,0.04025439,Time alloc.
8220101OT,[M]Bonus,CPMTST,Slitter,0.00277406,Time alloc.
8220101OT,[M]Bonus,CPMTSW,SEWING,0.02819057,Time alloc.
8220101OT,[M]Bonus,CPRA01,RA1,0.58389307,Time alloc.
8220101OT,[M]Bonus,CPRA02,RA2,1.11918665,Time alloc.
8220101OT,[M]Bonus,CPRA03,RA3,1.35843823,Time alloc.
8220101OT,[M]Bonus,CPRA04,RA4,1.64204613,Time alloc.
8220101OT,[M]Bonus,CPRE01,RE1,0.59565807,Time alloc.
8220101OT,[M]Bonus,CPRE02,RE2,1.56958671,Time alloc.
8220101OT,[M]Bonus,CPRE03,RE3,1.36074541,Time alloc.
8220101OT,[M]Bonus,CPRE04,RE4,1.83149384,Time alloc.
8220101OT,[M]Bonus,CPRE05,RE5,1.28135258,Time alloc.
8220101OT,[M]Bonus,CPSL01,Sunline1,1.09754423,Time alloc.
8220101OT,[M]Bonus,CPSY01,Synchro 1,0.80973615,Time alloc.
8220101OT,[M]Bonus,CPSY02,Synchro 2,0.8656945,Time alloc.
8220101OT,[M]Bonus,CPSY03,Synchro 3,1.24801515,Time alloc.
8220101OT,[M]Bonus,CPSY04,Synchro 4,0.30410207,Time alloc.
8220101OT,[M]Bonus,CPWP01,WP1,0.61151237,Time alloc.
8220101OT,[M]Bonus,CPWP02,WP2,0.59366134,Time alloc.
8220101OT,[M]Bonus,CPWP03,WP3,0.80076167,Time alloc.
8220101OT,[M]Bonus,CPWP04,WP4,1.2601753,Time alloc.
8220101OT,[M]Bonus,CPWP06,WP6,1.15340856,Time alloc.
8220101OT,[M]Bonus,CPWP07,WP7,2.07748229,Time alloc.
8220101OT,[M]Bonus,CPWP08,WP8,1.05217383,Time alloc.
8220101OT,[M]Bonus,CPWP09,WP9,1.01224399,Time alloc.
8220101OT,[M]Bonus,CPWP10,WP10,0.62768387,Time alloc.
8220101OT,[M]Bonus,CPWPAB,AIR BAG,0.79658465,Time alloc.
8220101OT,[M]Bonus,CPWPDL,D LINE,1.66608339,Time alloc.
8220101OT,[M]Bonus,CPWPLL,LONG LINE,0.63760212,Time alloc.
8220101WS,[M]Bonus,CPAT01,AT-1,1.36482974,Time alloc.
8220101WS,[M]Bonus,CPAT02,AT-2,1.45323732,Time alloc.
8220101WS,[M]Bonus,CPAT03,AT-3,0.73858348,Time alloc.
8220101WS,[M]Bonus,CPBB01,BANBURY1,1.74467518,Time alloc.
8220101WS,[M]Bonus,CPBB02,BANBURY2,1.27468961,Time alloc.
8220101WS,[M]Bonus,CPBI01,Wiper Inspection,0.19513073,Time alloc.
8220101WS,[M]Bonus,CPBI02,Wiper Side Cut,0.21400328,Time alloc.
8220101WS,[M]Bonus,CPBI03,Wiper Center Cut,0.1347238,Time alloc.
8220101WS,[M]Bonus,CPBIG1,Wiper Graphite1,0.00489117,Time alloc.
8220101WS,[M]Bonus,CPBR01,Wiper Press,0.04737293,Time alloc.
8220101WS,[M]Bonus,CPBR02,Wiper Chlorine,0.06216714,Time alloc.
8220101WS,[M]Bonus,CPCL01,CALENDER1,1.58730099,Time alloc.
8220101WS,[M]Bonus,CPCL02,CALENDER2,0.82179987,Time alloc.
8220101WS,[M]Bonus,CPCL03,CALENDER3,1.36069634,Time alloc.
8220101WS,[M]Bonus,CPKN01,KNEADER1,0.52947652,Time alloc.
8220101WS,[M]Bonus,CPKN03,KNEADER3,0.41944732,Time alloc.
8220101WS,[M]Bonus,CPKN04,KNEADER4,1.42890052,Time alloc.
8220101WS,[M]Bonus,CPMT45,45 degrees,0.51417796,Time alloc.
8220101WS,[M]Bonus,CPMT70,45 and 70 degrees,0.1486397,Time alloc.
8220101WS,[M]Bonus,CPMTBJ,BUTT JOINT,0.36981722,Time alloc.
8220101WS,[M]Bonus,CPMTBS,BIAS,0.51417796,Time alloc.
8220101WS,[M]Bonus,CPMTDY,DYEING,0.02698925,Time alloc.
8220101WS,[M]Bonus,CPMTLR,Liner rewinding,0.25662929,Time alloc.
8220101WS,[M]Bonus,CPMTST,Slitter,0.01808384,Time alloc.
8220101WS,[M]Bonus,CPMTSW,SEWING,0.18590563,Time alloc.
8220101WS,[M]Bonus,CPRA01,RA1,0.1479203,Time alloc.
8220101WS,[M]Bonus,CPRA02,RA2,0.29262826,Time alloc.
8220101WS,[M]Bonus,CPRA03,RA3,0.34038482,Time alloc.
8220101WS,[M]Bonus,CPRA04,RA4,0.44517666,Time alloc.
8220101WS,[M]Bonus,CPRE01,RE1,0.1396355,Time alloc.
8220101WS,[M]Bonus,CPRE02,RE2,0.38778182,Time alloc.
8220101WS,[M]Bonus,CPRE03,RE3,0.35364456,Time alloc.
8220101WS,[M]Bonus,CPRE04,RE4,0.42641827,Time alloc.
8220101WS,[M]Bonus,CPRE05,RE5,0.33233252,Time alloc.
8220101WS,[M]Bonus,CPSL01,Sunline1,2.0076945,Time alloc.
8220101WS,[M]Bonus,CPSY01,Synchro 1,1.66030713,Time alloc.
8220101WS,[M]Bonus,CPSY02,Synchro 2,1.81111699,Time alloc.
8220101WS,[M]Bonus,CPSY03,Synchro 3,2.58324151,Time alloc.
8220101WS,[M]Bonus,CPSY04,Synchro 4,0.91427484,Time alloc.
8220101WS,[M]Bonus,CPWP01,WP1,0.19976289,Time alloc.
8220101WS,[M]Bonus,CPWP02,WP2,0.17412424,Time alloc.
8220101WS,[M]Bonus,CPWP03,WP3,0.24523369,Time alloc.
8220101WS,[M]Bonus,CPWP04,WP4,0.41592096,Time alloc.
8220101WS,[M]Bonus,CPWP06,WP6,0.3645419,Time alloc.
8220101WS,[M]Bonus,CPWP07,WP7,0.72531039,Time alloc.
8220101WS,[M]Bonus,CPWP08,WP8,0.35687217,Time alloc.
8220101WS,[M]Bonus,CPWP09,WP9,0.32852714,Time alloc.
8220101WS,[M]Bonus,CPWP10,WP10,0.2123101,Time alloc.
8220101WS,[M]Bonus,CPWPAB,AIR BAG,0.26049241,Time alloc.
8220101WS,[M]Bonus,CPWPDL,D LINE,0.53327664,Time alloc.
8220101WS,[M]Bonus,CPWPLL,LONG LINE,0.20876763,Time alloc.
8230001,[M]Legal welfare expenses,CPAT01,AT-1,0.25007508,Time alloc.
8230001,[M]Legal welfare expenses,CPAT02,AT-2,0.12138142,Time alloc.
8230001,[M]Legal welfare expenses,CPAT03,AT-3,0.08393867,Time alloc.
8230001,[M]Legal welfare expenses,CPATIJ,AT Injection,0.02595507,Time alloc.
8230001,[M]Legal welfare expenses,CPBB01,BANBURY1,0.24012276,Time alloc.
8230001,[M]Legal welfare expenses,CPBB02,BANBURY2,0.06717145,Time alloc.
8230001,[M]Legal welfare expenses,CPBI01,Wiper Inspection,0.02942408,Time alloc.
8230001,[M]Legal welfare expenses,CPBI02,Wiper Side Cut,0.03526689,Time alloc.
